,rate,affair,offerdate,currency
2018-07-09,68.967,美拟对中国加征关税,2018-07-10,里拉
2018-07-06,69.372,美拟对中国加征关税,2018-07-10,里拉
2018-07-05,70.584,美拟对中国加征关税,2018-07-10,里拉
2018-07-04,70.168,美拟对中国加征关税,2018-07-10,里拉
2018-08-15,92.52,中宣布对美加税生效,2018-08-08,里拉
2018-08-14,101.115,中宣布对美加税生效,2018-08-08,里拉
2018-08-13,97.369,中宣布对美加税生效,2018-08-08,里拉
2018-08-10,81.154,中宣布对美加税生效,2018-08-08,里拉
2018-08-09,77.594,中宣布对美加税生效,2018-08-08,里拉
2018-08-08,76.96300000000001,中宣布对美加税生效,2018-08-08,里拉
2018-08-07,77.065,中宣布对美加税生效,2018-08-08,里拉
2018-08-06,74.399,中宣布对美加税生效,2018-08-08,里拉
2018-08-03,74.408,中宣布对美加税生效,2018-08-08,里拉
2018-08-02,73.449,中宣布对美加税生效,2018-08-08,里拉
2018-09-26,90.28399999999999,"加征关税,加征关税",2018-09-18,里拉
2018-09-25,89.90299999999999,"加征关税,加征关税",2018-09-18,里拉
2018-09-21,90.97399999999999,"加征关税,加征关税",2018-09-18,里拉
2018-09-20,91.259,"加征关税,加征关税",2018-09-18,里拉
2018-09-19,93.336,"加征关税,加征关税",2018-09-18,里拉
2018-09-18,92.25299999999999,"加征关税,加征关税",2018-09-18,里拉
2018-09-17,89.825,"加征关税,加征关税",2018-09-18,里拉
2018-09-14,89.74700000000001,"加征关税,加征关税",2018-09-18,里拉
2018-09-13,92.652,"加征关税,加征关税",2018-09-18,里拉
2018-09-12,93.90700000000001,"加征关税,加征关税",2018-09-18,里拉
2018-12-21,76.497,美推迟加税时间,2018-12-14,里拉
2018-12-20,76.834,美推迟加税时间,2018-12-14,里拉
2018-12-19,77.541,美推迟加税时间,2018-12-14,里拉
2018-12-18,78.041,美推迟加税时间,2018-12-14,里拉
2018-12-17,77.94,美推迟加税时间,2018-12-14,里拉
2018-12-14,77.744,美推迟加税时间,2018-12-14,里拉
2018-12-13,77.757,美推迟加税时间,2018-12-14,里拉
2018-12-12,77.661,美推迟加税时间,2018-12-14,里拉
2018-12-11,77.118,美推迟加税时间,2018-12-14,里拉
2018-12-10,77.40100000000001,美推迟加税时间,2018-12-14,里拉
2019-01-02,77.256,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-28,77.15100000000001,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-27,76.612,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-26,76.834,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-25,76.732,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-24,76.97800000000001,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-21,76.497,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-20,76.834,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-19,77.541,中暂降关税，不再征收出口关税,2018-12-24,里拉
2018-12-18,78.041,中暂降关税，不再征收出口关税,2018-12-24,里拉
2019-03-12,80.997,推迟关税提高期限,2019-03-05,里拉
2019-03-11,80.83,推迟关税提高期限,2019-03-05,里拉
2019-03-08,81.23100000000001,推迟关税提高期限,2019-03-05,里拉
2019-03-07,80.935,推迟关税提高期限,2019-03-05,里拉
2019-03-06,80.345,推迟关税提高期限,2019-03-05,里拉
2019-03-05,80.303,推迟关税提高期限,2019-03-05,里拉
2019-03-04,80.125,推迟关税提高期限,2019-03-05,里拉
2019-03-01,79.79899999999999,推迟关税提高期限,2019-03-05,里拉
2019-02-28,79.446,推迟关税提高期限,2019-03-05,里拉
2019-02-27,79.328,推迟关税提高期限,2019-03-05,里拉
2019-04-15,86.14,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-12,85.302,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-11,84.73299999999999,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-10,84.714,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-09,84.76700000000001,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-08,83.91,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-04,83.85600000000001,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-03,83.625,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-02,82.103,国务院下调进境物品进口税,2019-04-08,里拉
2019-04-01,83.257,国务院下调进境物品进口税,2019-04-08,里拉
2019-05-16,87.569,加征关税,2019-05-09,里拉
2019-05-15,87.95299999999999,加征关税,2019-05-09,里拉
2019-05-14,89.006,加征关税,2019-05-09,里拉
2019-05-13,88.09200000000001,加征关税,2019-05-09,里拉
2019-05-10,90.67299999999999,加征关税,2019-05-09,里拉
2019-05-09,91.052,加征关税,2019-05-09,里拉
2019-05-08,91.09200000000001,加征关税,2019-05-09,里拉
2019-05-07,90.195,加征关税,2019-05-09,里拉
2019-05-06,88.866,加征关税,2019-05-09,里拉
2019-04-30,88.434,加征关税,2019-05-09,里拉
2019-05-17,87.95100000000001,美宣布加征关税,2019-05-10,里拉
2019-05-16,87.569,美宣布加征关税,2019-05-10,里拉
2019-05-15,87.95299999999999,美宣布加征关税,2019-05-10,里拉
2019-05-14,89.006,美宣布加征关税,2019-05-10,里拉
2019-05-13,88.09200000000001,美宣布加征关税,2019-05-10,里拉
2019-05-10,90.67299999999999,美宣布加征关税,2019-05-10,里拉
2019-05-09,91.052,美宣布加征关税,2019-05-10,里拉
2019-05-08,91.09200000000001,美宣布加征关税,2019-05-10,里拉
2019-05-07,90.195,美宣布加征关税,2019-05-10,里拉
2019-05-06,88.866,美宣布加征关税,2019-05-10,里拉
2019-05-20,87.745,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-17,87.95100000000001,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-16,87.569,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-15,87.95299999999999,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-14,89.006,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-13,88.09200000000001,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-10,90.67299999999999,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-09,91.052,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-08,91.09200000000001,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-05-07,90.195,"中排除美商品的加征关税,中提高关税",2019-05-13,里拉
2019-06-10,84.725,推迟实施加征关税,2019-05-31,里拉
2019-06-06,82.88,推迟实施加征关税,2019-05-31,里拉
2019-06-05,83.779,推迟实施加征关税,2019-05-31,里拉
2019-06-04,84.805,推迟实施加征关税,2019-05-31,里拉
2019-06-03,85.055,推迟实施加征关税,2019-05-31,里拉
2019-05-31,85.59,推迟实施加征关税,2019-05-31,里拉
2019-05-30,87.14200000000001,推迟实施加征关税,2019-05-31,里拉
2019-05-29,87.281,推迟实施加征关税,2019-05-31,里拉
2019-05-28,87.963,推迟实施加征关税,2019-05-31,里拉
2019-05-27,88.223,推迟实施加征关税,2019-05-31,里拉
2019-07-16,83.109,美对中关税排除110种,2019-07-09,里拉
2019-07-15,83.419,美对中关税排除110种,2019-07-09,里拉
2019-07-12,82.788,美对中关税排除110种,2019-07-09,里拉
2019-07-11,82.796,美对中关税排除110种,2019-07-09,里拉
2019-07-10,83.193,美对中关税排除110种,2019-07-09,里拉
2019-07-09,83.26700000000001,美对中关税排除110种,2019-07-09,里拉
2019-07-08,83.344,美对中关税排除110种,2019-07-09,里拉
2019-07-05,81.554,美对中关税排除110种,2019-07-09,里拉
2019-07-04,81.828,美对中关税排除110种,2019-07-09,里拉
2019-07-03,82.346,美对中关税排除110种,2019-07-09,里拉
2019-08-02,81.325,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-08-01,80.902,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-31,80.758,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-30,81.548,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-29,82.185,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-26,82.88600000000001,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-25,83.11,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-24,83.01899999999999,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-23,82.428,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-07-22,82.227,中允许俄罗斯全境大豆进口,2019-07-26,里拉
2019-08-05,80.297,美国大豆装船运往中国,2019-07-29,里拉
2019-08-02,81.325,美国大豆装船运往中国,2019-07-29,里拉
2019-08-01,80.902,美国大豆装船运往中国,2019-07-29,里拉
2019-07-31,80.758,美国大豆装船运往中国,2019-07-29,里拉
2019-07-30,81.548,美国大豆装船运往中国,2019-07-29,里拉
2019-07-29,82.185,美国大豆装船运往中国,2019-07-29,里拉
2019-07-26,82.88600000000001,美国大豆装船运往中国,2019-07-29,里拉
2019-07-25,83.11,美国大豆装船运往中国,2019-07-29,里拉
2019-07-24,83.01899999999999,美国大豆装船运往中国,2019-07-29,里拉
2019-07-23,82.428,美国大豆装船运往中国,2019-07-29,里拉
2019-08-08,78.225,美总统称加关税,2019-08-01,里拉
2019-08-07,78.944,美总统称加关税,2019-08-01,里拉
2019-08-06,80.22399999999999,美总统称加关税,2019-08-01,里拉
2019-08-05,80.297,美总统称加关税,2019-08-01,里拉
2019-08-02,81.325,美总统称加关税,2019-08-01,里拉
2019-08-01,80.902,美总统称加关税,2019-08-01,里拉
2019-07-31,80.758,美总统称加关税,2019-08-01,里拉
2019-07-30,81.548,美总统称加关税,2019-08-01,里拉
2019-07-29,82.185,美总统称加关税,2019-08-01,里拉
2019-07-26,82.88600000000001,美总统称加关税,2019-08-01,里拉
2019-08-09,78.118,中方威胁反制,2019-08-02,里拉
2019-08-08,78.225,中方威胁反制,2019-08-02,里拉
2019-08-07,78.944,中方威胁反制,2019-08-02,里拉
2019-08-06,80.22399999999999,中方威胁反制,2019-08-02,里拉
2019-08-05,80.297,中方威胁反制,2019-08-02,里拉
2019-08-02,81.325,中方威胁反制,2019-08-02,里拉
2019-08-01,80.902,中方威胁反制,2019-08-02,里拉
2019-07-31,80.758,中方威胁反制,2019-08-02,里拉
2019-07-30,81.548,中方威胁反制,2019-08-02,里拉
2019-07-29,82.185,中方威胁反制,2019-08-02,里拉
2019-08-13,78.997,暂停采购美农产品,2019-08-06,里拉
2019-08-12,78.119,暂停采购美农产品,2019-08-06,里拉
2019-08-09,78.118,暂停采购美农产品,2019-08-06,里拉
2019-08-08,78.225,暂停采购美农产品,2019-08-06,里拉
2019-08-07,78.944,暂停采购美农产品,2019-08-06,里拉
2019-08-06,80.22399999999999,暂停采购美农产品,2019-08-06,里拉
2019-08-05,80.297,暂停采购美农产品,2019-08-06,里拉
2019-08-02,81.325,暂停采购美农产品,2019-08-06,里拉
2019-08-01,80.902,暂停采购美农产品,2019-08-06,里拉
2019-07-31,80.758,暂停采购美农产品,2019-08-06,里拉
2019-08-20,80.169,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-19,79.37,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-16,79.204,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-15,79.878,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-14,78.95100000000001,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-13,78.997,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-12,78.119,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-09,78.118,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-08,78.225,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-07,78.944,美宣布9.1生效的部分加征关税失效,2019-08-13,里拉
2019-08-22,81.184,美宣称加征关税,2019-08-15,里拉
2019-08-21,81.352,美宣称加征关税,2019-08-15,里拉
2019-08-20,80.169,美宣称加征关税,2019-08-15,里拉
2019-08-19,79.37,美宣称加征关税,2019-08-15,里拉
2019-08-16,79.204,美宣称加征关税,2019-08-15,里拉
2019-08-15,79.878,美宣称加征关税,2019-08-15,里拉
2019-08-14,78.95100000000001,美宣称加征关税,2019-08-15,里拉
2019-08-13,78.997,美宣称加征关税,2019-08-15,里拉
2019-08-12,78.119,美宣称加征关税,2019-08-15,里拉
2019-08-09,78.118,美宣称加征关税,2019-08-15,里拉
2019-08-30,81.945,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-29,81.663,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-28,81.857,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-27,81.935,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-26,82.544,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-23,81.604,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-22,81.184,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-21,81.352,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-20,80.169,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-08-19,79.37,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,里拉
2019-09-06,80.014,ustr发布通知加税明日生效,2019-08-30,里拉
2019-09-05,79.907,ustr发布通知加税明日生效,2019-08-30,里拉
2019-09-04,80.406,ustr发布通知加税明日生效,2019-08-30,里拉
2019-09-03,81.416,ustr发布通知加税明日生效,2019-08-30,里拉
2019-09-02,81.988,ustr发布通知加税明日生效,2019-08-30,里拉
2019-08-30,81.945,ustr发布通知加税明日生效,2019-08-30,里拉
2019-08-29,81.663,ustr发布通知加税明日生效,2019-08-30,里拉
2019-08-28,81.857,ustr发布通知加税明日生效,2019-08-30,里拉
2019-08-27,81.935,ustr发布通知加税明日生效,2019-08-30,里拉
2019-08-26,82.544,ustr发布通知加税明日生效,2019-08-30,里拉
2019-09-09,80.351,加税征集意见,2019-09-02,里拉
2019-09-06,80.014,加税征集意见,2019-09-02,里拉
2019-09-05,79.907,加税征集意见,2019-09-02,里拉
2019-09-04,80.406,加税征集意见,2019-09-02,里拉
2019-09-03,81.416,加税征集意见,2019-09-02,里拉
2019-09-02,81.988,加税征集意见,2019-09-02,里拉
2019-08-30,81.945,加税征集意见,2019-09-02,里拉
2019-08-29,81.663,加税征集意见,2019-09-02,里拉
2019-08-28,81.857,加税征集意见,2019-09-02,里拉
2019-08-27,81.935,加税征集意见,2019-09-02,里拉
2019-09-19,80.14699999999999,中推迟加征关税生效,2019-09-11,里拉
2019-09-18,80.594,中推迟加征关税生效,2019-09-11,里拉
2019-09-17,80.999,中推迟加征关税生效,2019-09-11,里拉
2019-09-16,81.069,中推迟加征关税生效,2019-09-11,里拉
2019-09-12,80.967,中推迟加征关税生效,2019-09-11,里拉
2019-09-11,81.335,中推迟加征关税生效,2019-09-11,里拉
2019-09-10,80.882,中推迟加征关税生效,2019-09-11,里拉
2019-09-09,80.351,中推迟加征关税生效,2019-09-11,里拉
2019-09-06,80.014,中推迟加征关税生效,2019-09-11,里拉
2019-09-05,79.907,中推迟加征关税生效,2019-09-11,里拉
2019-09-20,80.72,采购询价,2019-09-12,里拉
2019-09-19,80.14699999999999,采购询价,2019-09-12,里拉
2019-09-18,80.594,采购询价,2019-09-12,里拉
2019-09-17,80.999,采购询价,2019-09-12,里拉
2019-09-16,81.069,采购询价,2019-09-12,里拉
2019-09-12,80.967,采购询价,2019-09-12,里拉
2019-09-11,81.335,采购询价,2019-09-12,里拉
2019-09-10,80.882,采购询价,2019-09-12,里拉
2019-09-09,80.351,采购询价,2019-09-12,里拉
2019-09-06,80.014,采购询价,2019-09-12,里拉
2019-09-24,80.555,加税排除清单,2019-09-17,里拉
2019-09-23,81.065,加税排除清单,2019-09-17,里拉
2019-09-20,80.72,加税排除清单,2019-09-17,里拉
2019-09-19,80.14699999999999,加税排除清单,2019-09-17,里拉
2019-09-18,80.594,加税排除清单,2019-09-17,里拉
2019-09-17,80.999,加税排除清单,2019-09-17,里拉
2019-09-16,81.069,加税排除清单,2019-09-17,里拉
2019-09-12,80.967,加税排除清单,2019-09-17,里拉
2019-09-11,81.335,加税排除清单,2019-09-17,里拉
2019-09-10,80.882,加税排除清单,2019-09-17,里拉
2018-03-15,294.46,钢铁、铝加税,2018-03-08,比索
2018-03-14,294.3,钢铁、铝加税,2018-03-08,比索
2018-03-13,294.03,钢铁、铝加税,2018-03-08,比索
2018-03-12,294.04,钢铁、铝加税,2018-03-08,比索
2018-03-09,293.61,钢铁、铝加税,2018-03-08,比索
2018-03-08,295.83,钢铁、铝加税,2018-03-08,比索
2018-03-07,297.87,钢铁、铝加税,2018-03-08,比索
2018-03-06,296.39,钢铁、铝加税,2018-03-08,比索
2018-03-05,296.91,钢铁、铝加税,2018-03-08,比索
2018-03-02,297.62,钢铁、铝加税,2018-03-08,比索
2018-03-15,294.46,钢铁、铝加税,2018-03-08,比索
2018-03-14,294.3,钢铁、铝加税,2018-03-08,比索
2018-03-13,294.03,钢铁、铝加税,2018-03-08,比索
2018-03-12,294.04,钢铁、铝加税,2018-03-08,比索
2018-03-09,293.61,钢铁、铝加税,2018-03-08,比索
2018-03-08,295.83,钢铁、铝加税,2018-03-08,比索
2018-03-07,297.87,钢铁、铝加税,2018-03-08,比索
2018-03-06,296.39,钢铁、铝加税,2018-03-08,比索
2018-03-05,296.91,钢铁、铝加税,2018-03-08,比索
2018-03-02,297.62,钢铁、铝加税,2018-03-08,比索
2018-03-30,289.16,征税征求意见,2018-03-23,比索
2018-03-29,290.45,征税征求意见,2018-03-23,比索
2018-03-28,292.94,征税征求意见,2018-03-23,比索
2018-03-27,291.99,征税征求意见,2018-03-23,比索
2018-03-26,292.79,征税征求意见,2018-03-23,比索
2018-03-23,295.21,征税征求意见,2018-03-23,比索
2018-03-22,292.05,征税征求意见,2018-03-23,比索
2018-03-21,295.9,征税征求意见,2018-03-23,比索
2018-03-20,295.89,征税征求意见,2018-03-23,比索
2018-03-19,295.29,征税征求意见,2018-03-23,比索
2018-04-13,289.29,"中宣称加税,美宣称加税",2018-04-04,比索
