,rate,affair,offerdate,currency
2019-08-26,59.457,ustr发布通知加税明日生效,2019-08-30,林吉特
2019-09-09,58.863,加税征集意见,2019-09-02,林吉特
2019-09-06,58.851000000000006,加税征集意见,2019-09-02,林吉特
2019-09-05,59.09,加税征集意见,2019-09-02,林吉特
2019-09-04,59.166000000000004,加税征集意见,2019-09-02,林吉特
2019-09-03,59.108999999999995,加税征集意见,2019-09-02,林吉特
2019-09-02,59.095,加税征集意见,2019-09-02,林吉特
2019-08-30,59.203,加税征集意见,2019-09-02,林吉特
2019-08-29,59.101000000000006,加税征集意见,2019-09-02,林吉特
2019-08-28,59.028999999999996,加税征集意见,2019-09-02,林吉特
2019-08-27,59.136,加税征集意见,2019-09-02,林吉特
2019-09-19,59.073,中推迟加征关税生效,2019-09-11,林吉特
2019-09-18,59.067,中推迟加征关税生效,2019-09-11,林吉特
2019-09-17,58.886,中推迟加征关税生效,2019-09-11,林吉特
2019-09-16,58.911,中推迟加征关税生效,2019-09-11,林吉特
2019-09-12,58.786,中推迟加征关税生效,2019-09-11,林吉特
2019-09-11,58.791000000000004,中推迟加征关税生效,2019-09-11,林吉特
2019-09-10,58.784,中推迟加征关税生效,2019-09-11,林吉特
2019-09-09,58.863,中推迟加征关税生效,2019-09-11,林吉特
2019-09-06,58.851000000000006,中推迟加征关税生效,2019-09-11,林吉特
2019-09-05,59.09,中推迟加征关税生效,2019-09-11,林吉特
2019-09-20,59.147,采购询价,2019-09-12,林吉特
2019-09-19,59.073,采购询价,2019-09-12,林吉特
2019-09-18,59.067,采购询价,2019-09-12,林吉特
2019-09-17,58.886,采购询价,2019-09-12,林吉特
2019-09-16,58.911,采购询价,2019-09-12,林吉特
2019-09-12,58.786,采购询价,2019-09-12,林吉特
2019-09-11,58.791000000000004,采购询价,2019-09-12,林吉特
2019-09-10,58.784,采购询价,2019-09-12,林吉特
2019-09-09,58.863,采购询价,2019-09-12,林吉特
2019-09-06,58.851000000000006,采购询价,2019-09-12,林吉特
2019-09-24,58.832,加税排除清单,2019-09-17,林吉特
2019-09-23,58.857,加税排除清单,2019-09-17,林吉特
2019-09-20,59.147,加税排除清单,2019-09-17,林吉特
2019-09-19,59.073,加税排除清单,2019-09-17,林吉特
2019-09-18,59.067,加税排除清单,2019-09-17,林吉特
2019-09-17,58.886,加税排除清单,2019-09-17,林吉特
2019-09-16,58.911,加税排除清单,2019-09-17,林吉特
2019-09-12,58.786,加税排除清单,2019-09-17,林吉特
2019-09-11,58.791000000000004,加税排除清单,2019-09-17,林吉特
2019-09-10,58.784,加税排除清单,2019-09-17,林吉特
2018-03-15,904.55,钢铁、铝加税,2018-03-08,卢布
2018-03-14,902.94,钢铁、铝加税,2018-03-08,卢布
2018-03-13,899.13,钢铁、铝加税,2018-03-08,卢布
2018-03-12,895.59,钢铁、铝加税,2018-03-08,卢布
2018-03-09,899.52,钢铁、铝加税,2018-03-08,卢布
2018-03-08,898.46,钢铁、铝加税,2018-03-08,卢布
2018-03-07,899.49,钢铁、铝加税,2018-03-08,卢布
2018-03-06,889.39,钢铁、铝加税,2018-03-08,卢布
2018-03-05,895.36,钢铁、铝加税,2018-03-08,卢布
2018-03-02,895.23,钢铁、铝加税,2018-03-08,卢布
2018-03-15,904.55,钢铁、铝加税,2018-03-08,卢布
2018-03-14,902.94,钢铁、铝加税,2018-03-08,卢布
2018-03-13,899.13,钢铁、铝加税,2018-03-08,卢布
2018-03-12,895.59,钢铁、铝加税,2018-03-08,卢布
2018-03-09,899.52,钢铁、铝加税,2018-03-08,卢布
2018-03-08,898.46,钢铁、铝加税,2018-03-08,卢布
2018-03-07,899.49,钢铁、铝加税,2018-03-08,卢布
2018-03-06,889.39,钢铁、铝加税,2018-03-08,卢布
2018-03-05,895.36,钢铁、铝加税,2018-03-08,卢布
2018-03-02,895.23,钢铁、铝加税,2018-03-08,卢布
2018-03-30,910.61,征税征求意见,2018-03-23,卢布
2018-03-29,916.48,征税征求意见,2018-03-23,卢布
2018-03-28,913.3,征税征求意见,2018-03-23,卢布
2018-03-27,912.22,征税征求意见,2018-03-23,卢布
2018-03-26,904.85,征税征求意见,2018-03-23,卢布
2018-03-23,905.95,征税征求意见,2018-03-23,卢布
2018-03-22,899.96,征税征求意见,2018-03-23,卢布
2018-03-21,907.88,征税征求意见,2018-03-23,卢布
2018-03-20,913.27,征税征求意见,2018-03-23,卢布
2018-03-19,907.87,征税征求意见,2018-03-23,卢布
2018-04-13,986.4,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-04-12,995.65,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-04-11,1001.42,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-04-10,961.75,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-04-09,921.17,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-04-04,915.15,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-04-03,913.58,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-04-02,910.65,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-03-30,910.61,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-03-29,916.48,"中宣称加税,美宣称加税",2018-04-04,卢布
2018-06-05,967.84,加税,2018-05-29,卢布
2018-06-04,969.04,加税,2018-05-29,卢布
2018-06-01,973.6,加税,2018-05-29,卢布
2018-05-31,968.21,加税,2018-05-29,卢布
2018-05-30,979.25,加税,2018-05-29,卢布
2018-05-29,973.67,加税,2018-05-29,卢布
2018-05-28,972.91,加税,2018-05-29,卢布
2018-05-25,964.41,加税,2018-05-29,卢布
2018-05-24,960.63,加税,2018-05-29,卢布
2018-05-23,961.01,加税,2018-05-29,卢布
2018-07-03,953.32,中下调亚洲国家进口关税,2018-06-26,卢布
2018-07-02,951.03,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-29,948.94,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-28,955.27,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-27,959.82,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-26,961.15,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-25,970.75,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-22,981.57,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-21,982.87,中下调亚洲国家进口关税,2018-06-26,卢布
2018-06-20,984.73,中下调亚洲国家进口关税,2018-06-26,卢布
2018-07-13,933.49,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-12,933.15,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-11,932.42,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-10,943.95,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-09,949.43,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-06,952.23,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-05,956.54,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-04,948.91,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-03,953.32,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-02,951.03,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,卢布
2018-07-17,932.19,美拟对中国加征关税,2018-07-10,卢布
2018-07-16,935.27,美拟对中国加征关税,2018-07-10,卢布
2018-07-13,933.49,美拟对中国加征关税,2018-07-10,卢布
2018-07-12,933.15,美拟对中国加征关税,2018-07-10,卢布
2018-07-11,932.42,美拟对中国加征关税,2018-07-10,卢布
2018-07-10,943.95,美拟对中国加征关税,2018-07-10,卢布
2018-07-09,949.43,美拟对中国加征关税,2018-07-10,卢布
2018-07-06,952.23,美拟对中国加征关税,2018-07-10,卢布
2018-07-05,956.54,美拟对中国加征关税,2018-07-10,卢布
2018-07-04,948.91,美拟对中国加征关税,2018-07-10,卢布
2018-08-15,964.25,中宣布对美加税生效,2018-08-08,卢布
2018-08-14,983.76,中宣布对美加税生效,2018-08-08,卢布
2018-08-13,995.66,中宣布对美加税生效,2018-08-08,卢布
2018-08-10,974.76,中宣布对美加税生效,2018-08-08,卢布
2018-08-09,959.47,中宣布对美加税生效,2018-08-08,卢布
2018-08-08,929.56,中宣布对美加税生效,2018-08-08,卢布
2018-08-07,930.08,中宣布对美加税生效,2018-08-08,卢布
2018-08-06,924.91,中宣布对美加税生效,2018-08-08,卢布
2018-08-03,925.91,中宣布对美加税生效,2018-08-08,卢布
2018-08-02,925.64,中宣布对美加税生效,2018-08-08,卢布
2018-09-26,958.97,"加征关税,加征关税",2018-09-18,卢布
2018-09-25,961.2,"加征关税,加征关税",2018-09-18,卢布
2018-09-21,970.79,"加征关税,加征关税",2018-09-18,卢布
2018-09-20,975.35,"加征关税,加征关税",2018-09-18,卢布
2018-09-19,982.17,"加征关税,加征关税",2018-09-18,卢布
2018-09-18,993.89,"加征关税,加征关税",2018-09-18,卢布
2018-09-17,991.74,"加征关税,加征关税",2018-09-18,卢布
2018-09-14,998.85,"加征关税,加征关税",2018-09-18,卢布
2018-09-13,1005.43,"加征关税,加征关税",2018-09-18,卢布
2018-09-12,1012.12,"加征关税,加征关税",2018-09-18,卢布
2018-12-21,992.14,美推迟加税时间,2018-12-14,卢布
2018-12-20,978.77,美推迟加税时间,2018-12-14,卢布
2018-12-19,978.78,美推迟加税时间,2018-12-14,卢布
2018-12-18,966.55,美推迟加税时间,2018-12-14,卢布
2018-12-17,966.94,美推迟加税时间,2018-12-14,卢布
2018-12-14,964.37,美推迟加税时间,2018-12-14,卢布
2018-12-13,965.8,美推迟加税时间,2018-12-14,卢布
2018-12-12,962.45,美推迟加税时间,2018-12-14,卢布
2018-12-11,965.12,美推迟加税时间,2018-12-14,卢布
2018-12-10,967.92,美推迟加税时间,2018-12-14,卢布
2019-01-02,1012.9,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-28,1013.83,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-27,997.23,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-26,997.79,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-25,995.05,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-24,995.83,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-21,992.14,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-20,978.77,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-19,978.78,中暂降关税，不再征收出口关税,2018-12-24,卢布
2018-12-18,966.55,中暂降关税，不再征收出口关税,2018-12-24,卢布
2019-03-12,981.48,推迟关税提高期限,2019-03-05,卢布
2019-03-11,987.55,推迟关税提高期限,2019-03-05,卢布
2019-03-08,986.52,推迟关税提高期限,2019-03-05,卢布
2019-03-07,982.86,推迟关税提高期限,2019-03-05,卢布
2019-03-06,981.17,推迟关税提高期限,2019-03-05,卢布
2019-03-05,980.88,推迟关税提高期限,2019-03-05,卢布
2019-03-04,982.76,推迟关税提高期限,2019-03-05,卢布
2019-03-01,984.83,推迟关税提高期限,2019-03-05,卢布
2019-02-28,983.67,推迟关税提高期限,2019-03-05,卢布
2019-02-27,981.64,推迟关税提高期限,2019-03-05,卢布
2019-04-15,960.34,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-12,961.1,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-11,957.64,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-10,966.86,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-09,966.93,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-08,972.46,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-04,972.05,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-03,972.13,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-02,971.73,国务院下调进境物品进口税,2019-04-08,卢布
2019-04-01,977.24,国务院下调进境物品进口税,2019-04-08,卢布
2019-05-16,941.23,加征关税,2019-05-09,卢布
2019-05-15,945.13,加征关税,2019-05-09,卢布
2019-05-14,953.15,加征关税,2019-05-09,卢布
2019-05-13,957.62,加征关税,2019-05-09,卢布
2019-05-10,956.57,加征关税,2019-05-09,卢布
2019-05-09,960.38,加征关税,2019-05-09,卢布
2019-05-08,966.29,加征关税,2019-05-09,卢布
2019-05-07,965.95,加征关税,2019-05-09,卢布
2019-05-06,970.76,加征关税,2019-05-09,卢布
2019-04-30,957.89,加征关税,2019-05-09,卢布
2019-05-17,939.1,美宣布加征关税,2019-05-10,卢布
2019-05-16,941.23,美宣布加征关税,2019-05-10,卢布
2019-05-15,945.13,美宣布加征关税,2019-05-10,卢布
2019-05-14,953.15,美宣布加征关税,2019-05-10,卢布
2019-05-13,957.62,美宣布加征关税,2019-05-10,卢布
2019-05-10,956.57,美宣布加征关税,2019-05-10,卢布
2019-05-09,960.38,美宣布加征关税,2019-05-10,卢布
2019-05-08,966.29,美宣布加征关税,2019-05-10,卢布
2019-05-07,965.95,美宣布加征关税,2019-05-10,卢布
2019-05-06,970.76,美宣布加征关税,2019-05-10,卢布
2019-05-20,936.39,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-17,939.1,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-16,941.23,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-15,945.13,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-14,953.15,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-13,957.62,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-10,956.57,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-09,960.38,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-08,966.29,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-05-07,965.95,"中排除美商品的加征关税,中提高关税",2019-05-13,卢布
2019-06-10,939.99,推迟实施加征关税,2019-05-31,卢布
2019-06-06,945.75,推迟实施加征关税,2019-05-31,卢布
2019-06-05,944.02,推迟实施加征关税,2019-05-31,卢布
2019-06-04,948.26,推迟实施加征关税,2019-05-31,卢布
2019-06-03,950.97,推迟实施加征关税,2019-05-31,卢布
2019-05-31,946.08,推迟实施加征关税,2019-05-31,卢布
2019-05-30,939.69,推迟实施加征关税,2019-05-31,卢布
2019-05-29,936.04,推迟实施加征关税,2019-05-31,卢布
2019-05-28,933.22,推迟实施加征关税,2019-05-31,卢布
2019-05-27,934.88,推迟实施加征关税,2019-05-31,卢布
2019-07-16,911.64,美对中关税排除110种,2019-07-09,卢布
2019-07-15,918.54,美对中关税排除110种,2019-07-09,卢布
2019-07-12,914.72,美对中关税排除110种,2019-07-09,卢布
2019-07-11,919.34,美对中关税排除110种,2019-07-09,卢布
2019-07-10,926.93,美对中关税排除110种,2019-07-09,卢布
2019-07-09,925.09,美对中关税排除110种,2019-07-09,卢布
2019-07-08,925.39,美对中关税排除110种,2019-07-09,卢布
2019-07-05,923.74,美对中关税排除110种,2019-07-09,卢布
2019-07-04,920.79,美对中关税排除110种,2019-07-09,卢布
2019-07-03,921.96,美对中关税排除110种,2019-07-09,卢布
2019-08-02,932.99,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-08-01,922.4,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-31,922.67,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-30,920.81,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-29,918.84,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-26,919.02,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-25,920.64,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-24,918.16,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-23,915.91,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-07-22,915.78,中允许俄罗斯全境大豆进口,2019-07-26,卢布
2019-08-05,940.29,美国大豆装船运往中国,2019-07-29,卢布
2019-08-02,932.99,美国大豆装船运往中国,2019-07-29,卢布
2019-08-01,922.4,美国大豆装船运往中国,2019-07-29,卢布
2019-07-31,922.67,美国大豆装船运往中国,2019-07-29,卢布
2019-07-30,920.81,美国大豆装船运往中国,2019-07-29,卢布
2019-07-29,918.84,美国大豆装船运往中国,2019-07-29,卢布
2019-07-26,919.02,美国大豆装船运往中国,2019-07-29,卢布
2019-07-25,920.64,美国大豆装船运往中国,2019-07-29,卢布
2019-07-24,918.16,美国大豆装船运往中国,2019-07-29,卢布
2019-07-23,915.91,美国大豆装船运往中国,2019-07-29,卢布
2019-08-08,928.39,美总统称加关税,2019-08-01,卢布
2019-08-07,930.7,美总统称加关税,2019-08-01,卢布
2019-08-06,937.03,美总统称加关税,2019-08-01,卢布
2019-08-05,940.29,美总统称加关税,2019-08-01,卢布
2019-08-02,932.99,美总统称加关税,2019-08-01,卢布
2019-08-01,922.4,美总统称加关税,2019-08-01,卢布
2019-07-31,922.67,美总统称加关税,2019-08-01,卢布
2019-07-30,920.81,美总统称加关税,2019-08-01,卢布
2019-07-29,918.84,美总统称加关税,2019-08-01,卢布
2019-07-26,919.02,美总统称加关税,2019-08-01,卢布
2019-08-09,925.43,中方威胁反制,2019-08-02,卢布
2019-08-08,928.39,中方威胁反制,2019-08-02,卢布
2019-08-07,930.7,中方威胁反制,2019-08-02,卢布
2019-08-06,937.03,中方威胁反制,2019-08-02,卢布
2019-08-05,940.29,中方威胁反制,2019-08-02,卢布
2019-08-02,932.99,中方威胁反制,2019-08-02,卢布
2019-08-01,922.4,中方威胁反制,2019-08-02,卢布
2019-07-31,922.67,中方威胁反制,2019-08-02,卢布
2019-07-30,920.81,中方威胁反制,2019-08-02,卢布
2019-07-29,918.84,中方威胁反制,2019-08-02,卢布
2019-08-13,928.25,暂停采购美农产品,2019-08-06,卢布
2019-08-12,926.5,暂停采购美农产品,2019-08-06,卢布
2019-08-09,925.43,暂停采购美农产品,2019-08-06,卢布
2019-08-08,928.39,暂停采购美农产品,2019-08-06,卢布
2019-08-07,930.7,暂停采购美农产品,2019-08-06,卢布
2019-08-06,937.03,暂停采购美农产品,2019-08-06,卢布
2019-08-05,940.29,暂停采购美农产品,2019-08-06,卢布
2019-08-02,932.99,暂停采购美农产品,2019-08-06,卢布
2019-08-01,922.4,暂停采购美农产品,2019-08-06,卢布
2019-07-31,922.67,暂停采购美农产品,2019-08-06,卢布
2019-08-20,949.89,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-19,942.9,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-16,939.68,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-15,940.65,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-14,921.43,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-13,928.25,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-12,926.5,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-09,925.43,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-08,928.39,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-07,930.7,美宣布9.1生效的部分加征关税失效,2019-08-13,卢布
2019-08-22,931.65,美宣称加征关税,2019-08-15,卢布
2019-08-21,942.42,美宣称加征关税,2019-08-15,卢布
2019-08-20,949.89,美宣称加征关税,2019-08-15,卢布
2019-08-19,942.9,美宣称加征关税,2019-08-15,卢布
2019-08-16,939.68,美宣称加征关税,2019-08-15,卢布
2019-08-15,940.65,美宣称加征关税,2019-08-15,卢布
2019-08-14,921.43,美宣称加征关税,2019-08-15,卢布
2019-08-13,928.25,美宣称加征关税,2019-08-15,卢布
2019-08-12,926.5,美宣称加征关税,2019-08-15,卢布
2019-08-09,925.43,美宣称加征关税,2019-08-15,卢布
2019-08-30,932.6,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-29,934.36,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-28,930.39,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-27,926.61,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-26,935.33,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-23,926.34,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-22,931.65,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-21,942.42,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-20,949.89,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-08-19,942.9,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,卢布
2019-09-06,928.48,ustr发布通知加税明日生效,2019-08-30,卢布
2019-09-05,929.7,ustr发布通知加税明日生效,2019-08-30,卢布
2019-09-04,934.01,ustr发布通知加税明日生效,2019-08-30,卢布
2019-09-03,933.55,ustr发布通知加税明日生效,2019-08-30,卢布
2019-09-02,935.14,ustr发布通知加税明日生效,2019-08-30,卢布
2019-08-30,932.6,ustr发布通知加税明日生效,2019-08-30,卢布
2019-08-29,934.36,ustr发布通知加税明日生效,2019-08-30,卢布
2019-08-28,930.39,ustr发布通知加税明日生效,2019-08-30,卢布
2019-08-27,926.61,ustr发布通知加税明日生效,2019-08-30,卢布
2019-08-26,935.33,ustr发布通知加税明日生效,2019-08-30,卢布
2019-09-09,925.48,加税征集意见,2019-09-02,卢布
2019-09-06,928.48,加税征集意见,2019-09-02,卢布
2019-09-05,929.7,加税征集意见,2019-09-02,卢布
2019-09-04,934.01,加税征集意见,2019-09-02,卢布
2019-09-03,933.55,加税征集意见,2019-09-02,卢布
2019-09-02,935.14,加税征集意见,2019-09-02,卢布
2019-08-30,932.6,加税征集意见,2019-09-02,卢布
2019-08-29,934.36,加税征集意见,2019-09-02,卢布
2019-08-28,930.39,加税征集意见,2019-09-02,卢布
2019-08-27,926.61,加税征集意见,2019-09-02,卢布
2019-09-19,906.13,中推迟加征关税生效,2019-09-11,卢布
2019-09-18,909.07,中推迟加征关税生效,2019-09-11,卢布
2019-09-17,905.42,中推迟加征关税生效,2019-09-11,卢布
2019-09-16,903.97,中推迟加征关税生效,2019-09-11,卢布
2019-09-12,920.74,中推迟加征关税生效,2019-09-11,卢布
2019-09-11,919.7,中推迟加征关税生效,2019-09-11,卢布
2019-09-10,921.61,中推迟加征关税生效,2019-09-11,卢布
2019-09-09,925.48,中推迟加征关税生效,2019-09-11,卢布
2019-09-06,928.48,中推迟加征关税生效,2019-09-11,卢布
2019-09-05,929.7,中推迟加征关税生效,2019-09-11,卢布
2019-09-20,902.68,采购询价,2019-09-12,卢布
2019-09-19,906.13,采购询价,2019-09-12,卢布
2019-09-18,909.07,采购询价,2019-09-12,卢布
2019-09-17,905.42,采购询价,2019-09-12,卢布
2019-09-16,903.97,采购询价,2019-09-12,卢布
2019-09-12,920.74,采购询价,2019-09-12,卢布
2019-09-11,919.7,采购询价,2019-09-12,卢布
2019-09-10,921.61,采购询价,2019-09-12,卢布
2019-09-09,925.48,采购询价,2019-09-12,卢布
2019-09-06,928.48,采购询价,2019-09-12,卢布
2019-09-24,897.58,加税排除清单,2019-09-17,卢布
2019-09-23,904.0,加税排除清单,2019-09-17,卢布
2019-09-20,902.68,加税排除清单,2019-09-17,卢布
2019-09-19,906.13,加税排除清单,2019-09-17,卢布
2019-09-18,909.07,加税排除清单,2019-09-17,卢布
2019-09-17,905.42,加税排除清单,2019-09-17,卢布
2019-09-16,903.97,加税排除清单,2019-09-17,卢布
2019-09-12,920.74,加税排除清单,2019-09-17,卢布
2019-09-11,919.7,加税排除清单,2019-09-17,卢布
2019-09-10,921.61,加税排除清单,2019-09-17,卢布
2018-03-15,497.44,钢铁、铝加税,2018-03-08,澳元
2018-03-14,496.65,钢铁、铝加税,2018-03-08,澳元
2018-03-13,497.62,钢铁、铝加税,2018-03-08,澳元
2018-03-12,497.73,钢铁、铝加税,2018-03-08,澳元
2018-03-09,494.11,钢铁、铝加税,2018-03-08,澳元
2018-03-08,494.78,钢铁、铝加税,2018-03-08,澳元
2018-03-07,492.75,钢铁、铝加税,2018-03-08,澳元
2018-03-06,492.56,钢铁、铝加税,2018-03-08,澳元
2018-03-05,491.92,钢铁、铝加税,2018-03-08,澳元
2018-03-02,491.46,钢铁、铝加税,2018-03-08,澳元
2018-03-15,497.44,钢铁、铝加税,2018-03-08,澳元
2018-03-14,496.65,钢铁、铝加税,2018-03-08,澳元
2018-03-13,497.62,钢铁、铝加税,2018-03-08,澳元
2018-03-12,497.73,钢铁、铝加税,2018-03-08,澳元
2018-03-09,494.11,钢铁、铝加税,2018-03-08,澳元
2018-03-08,494.78,钢铁、铝加税,2018-03-08,澳元
2018-03-07,492.75,钢铁、铝加税,2018-03-08,澳元
2018-03-06,492.56,钢铁、铝加税,2018-03-08,澳元
2018-03-05,491.92,钢铁、铝加税,2018-03-08,澳元
2018-03-02,491.46,钢铁、铝加税,2018-03-08,澳元
2018-03-30,483.25,征税征求意见,2018-03-23,澳元
2018-03-29,482.7,征税征求意见,2018-03-23,澳元
2018-03-28,482.32,征税征求意见,2018-03-23,澳元
2018-03-27,486.54,征税征求意见,2018-03-23,澳元
2018-03-26,487.41,征税征求意见,2018-03-23,澳元
2018-03-23,487.06,征税征求意见,2018-03-23,澳元
2018-03-22,490.95,征税征求意见,2018-03-23,澳元
2018-03-21,487.53,征税征求意见,2018-03-23,澳元
2018-03-20,487.32,征税征求意见,2018-03-23,澳元
2018-03-19,488.63,征税征求意见,2018-03-23,澳元
2018-04-13,487.73,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-04-12,487.6,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-04-11,488.3,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-04-10,485.5,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-04-09,484.74,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-04-04,483.38,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-04-03,481.47,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-04-02,482.42,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-03-30,483.25,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-03-29,482.7,"中宣称加税,美宣称加税",2018-04-04,澳元
2018-06-05,490.86,加税,2018-05-29,澳元
2018-06-04,485.96,加税,2018-05-29,澳元
2018-06-01,484.82,加税,2018-05-29,澳元
2018-05-31,485.67,加税,2018-05-29,澳元
2018-05-30,481.03,加税,2018-05-29,澳元
2018-05-29,483.12,加税,2018-05-29,澳元
2018-05-28,483.49,加税,2018-05-29,澳元
2018-05-25,483.59,加税,2018-05-29,澳元
2018-05-24,482.85,加税,2018-05-29,澳元
2018-05-23,483.08,加税,2018-05-29,澳元
2018-07-03,488.11,中下调亚洲国家进口关税,2018-06-26,澳元
2018-07-02,489.54,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-29,486.33,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-28,485.3,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-27,485.03,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-26,483.51,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-25,482.5,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-22,477.99,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-21,476.87,中下调亚洲国家进口关税,2018-06-26,澳元
2018-06-20,478.03,中下调亚洲国家进口关税,2018-06-26,澳元
